LP,KRS,NIP,Name,Voivodeship,County,Municipality,City
7825,0000528236,8871811384,"""RANCZO NASZA SZKAPA""",DOLNOŚLĄSKIE,ZĄBKOWICKI,ZŁOTY STOK,ZŁOTY STOK
7826,0000528257,6322011521,STOWARZYSZENIE KOCIA PRZYSTAŃ,ŚLĄSKIE,DĄBROWA GÓRNICZA,DĄBROWA GÓRNICZA,DĄBROWA GÓRNICZA
7827,0000528538,7382147609,STOWARZYSZENIE PRZYJACIÓŁ MUZYKI,MAŁOPOLSKIE,GORLICKI,GORLICE,GORLICE
7828,0000528659,5252601960,STOWARZYSZENIE BROKERÓW UBEZPIECZENIOWYCH W POLSCE,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
7829,0000528669,8411715472,"STOWARZYSZENIE ""ŻYJ DLA INNYCH""",POMORSKIE,LĘBORSKI,LĘBORK,LĘBORK
7830,0000528768,6222787133,"FUNDACJA CENTRUM TERAPII ""TĘCZA""",WIELKOPOLSKIE,OSTROWSKI,ODOLANÓW,ODOLANÓW
7831,0000528797,6272740211,FUNDACJA NOVUM SPATIUM,ŚLĄSKIE,M. CHORZÓW,M. CHORZÓW,CHORZÓW
7832,0000528873,7752647682,FUNDACJA RODZINY WOŚKO,ŁÓDZKIE,KUTNOWSKI,KRZYŻANÓW,SIEMIENICE
7833,0000529123,7922111912,"STOWARZYSZENIE KULTURALNO-TURYSTYCZNE ""ZEK RADYMNO"" W RADYMNIE",PODKARPACKIE,JAROSŁAWSKI,RADYMNO,RADYMNO
7834,0000529129,9731019326,"STOWARZYSZENIE ""CURTEZ""",LUBUSKIE,ZIELONA GÓRA,ZIELONA GÓRA,ZIELONA GÓRA
7835,0000529191,7382147408,STOWARZYSZENIE IN AQUA SANITAS - UZDROWISKO WYSOWA,MAŁOPOLSKIE,GORLICKI,UŚCIE GORLICKIE,WYSOWA-ZDRÓJ
7836,0000529959,7582356306,"FUNDACJA ""PROMYK"" CENTRUM WSPIERANIA ROZWOJU DZIECI, MŁODZIEŻY I DOROSŁYCH",MAZOWIECKIE,M. OSTROŁĘKA,M. OSTROŁĘKA,OSTROŁĘKA
7837,0000530362,6692522805,FUNDACJA POMOCY DZIECIOM MAGIA,ZACHODNIOPOMORSKIE,M. KOSZALIN,M. KOSZALIN,KOSZALIN
7838,0000530393,9671362806,INTERNATIONAL POLICE ASSOCIATION (MIĘDZYNARODOWE STOWARZYSZENIE POLICJI) - SEKCJA POLSKA; KUJAWSKO-POMORSKA GRUPA WOJEWÓDZKA,KUJAWSKO-POMORSKIE,M. BYDGOSZCZ,M. BYDGOSZCZ,BYDGOSZCZ
7839,0000530592,6511704596,MŁODZIEŻOWY KLUB SPORTOWY ŻORY,ŚLĄSKIE,M. ŻORY,M. ŻORY,ŻORY
7840,0000530772,9482602422,"STOWARZYSZENIE PRZYJACIÓŁ SZKOŁY ""HUBALA"" W RADOMIU",MAZOWIECKIE,M. RADOM,M. RADOM,RADOM
7841,0000530905,9512385835,FUNDACJA ONE DAY,MAZOWIECKIE,M.ST. WARSZAWA,M.ST. WARSZAWA,WARSZAWA
7842,0000531207,6462910857,AKADEMIA PIŁKI NOŻNEJ SMS TYCHY,ŚLĄSKIE,M. TYCHY,M. TYCHY,TYCHY
7843,0000531566,6482772499,FUNDACJA POMOST,ŚLĄSKIE,M. ZABRZE,M. ZABRZE,ZABRZE
7844,0000531611,5792255214,"""MIKAEL""",POMORSKIE,NOWODWORSKI,NOWY DWÓR GDAŃSKI,NOWY DWÓR GDAŃSKI
7845,0000531752,9151794669,"STOWARZYSZENIE ""TRZEBNICKI KLUB PSA""",DOLNOŚLĄSKIE,TRZEBNICKI,TRZEBNICA,TRZEBNICA
7846,0000531843,5842738571,TRINITY BROADCASTING NETWORK POLSKA,POMORSKIE,GDYNIA,GDYNIA,GDYNIA
7847,0000531998,8943058106,"WROCŁAWSKIE STOWARZYSZENIE NA RZECZ OSÓB NIEPEŁNOSPRAWNYCH INTELEKTUALNIE ""BONITUM""",DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,WROCŁAW
7848,0000532081,6852327887,POLSKI INSTYTUT ROZWOJU KULTURY FIZYCZNEJ I SPORTU,PODKARPACKIE,JASIELSKI,JASŁO,JASŁO
7849,0000532543,5381854315,"STOWARZYSZENIE NA RZECZ REHABILITACJI I ROZWOJU OSÓB Z ZESPOŁEM DOWNA ""PROMYK""",LUBELSKIE,RADZYŃSKI,CZEMIERNIKI,SKOKI
7850,0000532552,8961543272,FUNDACJA KORONY POLSKIEJ,DOLNOŚLĄSKIE,WROCŁAWSKI,CZERNICA,RATOWICE
7851,0000532598,6722080968,"STOWARZYSZENIE ""ECCE HOMO""",ZACHODNIOPOMORSKIE,BIAŁOGARDZKI,TYCHOWO,KOWALKI
7852,0000532778,6572916074,STOWARZYSZENIE WESOŁA 54,ŚWIĘTOKRZYSKIE,M. KIELCE,M. KIELCE,KIELCE
7853,0000532797,7972058901,"""PONAD WSZYSTKO""",MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
7854,0000532897,7561976802,STRZELECKIE STOWARZYSZENIE SENIORÓW,OPOLSKIE,STRZELECKI,STRZELCE OPOLSKIE,STRZELCE OPOLSKIE
7855,0000532917,7492092074,STOWARZYSZENIE UNIWERSYTET TRZECIEGO WIEKU ZIEMI KOZIELSKIEJ,OPOLSKIE,KĘDZIERZYŃSKO-KOZIELSKI,KĘDZIERZYN-KOŹLE,KĘDZIERZYN-KOŹLE
7856,0000532934,9291862069,"FUNDACJA ""FAMILY""",LUBUSKIE,ZIELONOGÓRSKI,BOJADŁA,KLENICA
7857,0000533493,9562309411,"FUNDACJA ""PRO FUTURO THEOLOGIAE""",KUJAWSKO-POMORSKIE,M. TORUŃ,M. TORUŃ,TORUŃ
7858,0000533518,5311691463,"FUNDACJA ""A KUKU""",MAZOWIECKIE,NOWODWORSKI,LEONCIN,GŁUSK
7859,0000533586,2530336275,"""AMALA"" STOWARZYSZENIE NA RZECZ DZIECI I MŁODZIEŻY Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ",ZACHODNIOPOMORSKIE,DRAWSKI,ZŁOCIENIEC,BOBROWO
7860,0000533589,5272726908,"""MIASTO JEST NASZE""",MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
7861,0000533766,6112737625,"STOWARZYSZENIE NA RZECZ WSPARCIA DZIECKA I RODZINY ""EMMANUEL""",DOLNOŚLĄSKIE,M. JELENIA GÓRA,M. JELENIA GÓRA,JELENIA GÓRA
7862,0000534023,8722406738,DZIECIĘCA AKADEMIA PIŁKARSKA W DĘBICY,PODKARPACKIE,DĘBICKI,DĘBICA,DĘBICA
7863,0000534243,7382147526,STOWARZYSZENIE PONAD OGRANICZENIAMI,MAŁOPOLSKIE,GORLICKI,GORLICE,GORLICE
7864,0000534274,5581862561,"STOWARZYSZENIE ""ŚW. MIKOŁAJA""",KUJAWSKO-POMORSKIE,NAKIELSKI,KCYNIA,KCYNIA
7865,0000534278,5833172615,FUNDACJA MASZKOTKA,POMORSKIE,GDAŃSK,GDAŃSK,GDAŃSK
7866,0000534360,9671362278,"FUNDACJA WSPIERANIA DZIECI, MŁODZIEŻY I OSÓB NIEPEŁNOSPRAWNYCH AMADEO",KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,BYDGOSZCZ
7867,0000534867,9462650748,"""FUNDACJA AKTYWATOR""",LUBELSKIE,LUBLIN,LUBLIN,LUBLIN
7868,0000534950,8943058230,FUNDACJA DOM DBAMY O MŁODYCH,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,WROCŁAW
7869,0000535009,9930656018,FUNDACJA IM. ABP.JÓZEFA KOWALCZYKA PRYMASA POLSKI,MAŁOPOLSKIE,TARNOWSKI,WIETRZYCHOWICE,JADOWNIKI MOKRE
7870,0000535461,7811692521,ŻEGLARSKI MIĘDZYSZKOLNY KLUB SPORTOWY POZNAŃ,WIELKOPOLSKIE,POZNAŃ,POZNAŃ,POZNAŃ
7871,0000535702,5170368486,"STOWARZYSZENIE EMERYTÓW I RENCISTÓW ""AKTYWNY SENIOR"" GMINY BOGUCHWAŁA",PODKARPACKIE,RZESZOWSKI,BOGUCHWAŁA,BOGUCHWAŁA
7872,0000535843,1132883511,MIĘDZYNARODOWE STOWARZYSZENIE SŁUŻB RATOWNICZYCH INTERNATIONAL PARAMEDIC ASSOCIATION,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
7873,0000535865,5771022634,DOM POMOCY SPOŁECZNEJ DLA DOROSŁYCH IM. ŚW. BRATA ALBERTA PROWADZONY PRZEZ ZGROMADZENIE SIÓSTR ALBERTYNEK,ŚLĄSKIE,MYSZKOWSKI,PORAJ,PORAJ
7874,0000536172,8952037871,"""LUDZIE LUDZIOM I LUDZIKOM""",DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,WROCŁAW
7875,0000536272,7123292570,GRUPA RATOWNICZA DZIESŁAW W DZIESŁAWIU,DOLNOŚLĄSKIE,LUBIŃSKI,ŚCINAWA,DZIESŁAW
7876,0000536693,8513180951,FUNDACJA LUDZKIE SPRAWY,ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,SZCZECIN
7877,0000536723,7632128815,"FUNDACJA ""WYOBRAŹNIA MIŁOSIERDZIA""",WIELKOPOLSKIE,CZARNKOWSKO-TRZCIANECKI,TRZCIANKA,TRZCIANKA
7878,0000536804,7491298299,"""RANGER SURVIVAL CLUB""",ŚLĄSKIE,GLIWICE,GLIWICE,GLIWICE
7879,0000537423,6821770446,"FUNDACJA ""CZŁOWIEK DLA ZWIERZĄT""",MAŁOPOLSKIE,PROSZOWICKI,RADZIEMICE,ŁĘTKOWICE-KOLONIA
7880,0000537556,9562309954,"FUNDACJA WSPIERANIA I ROZWOJU SEKCJI HOKEJA NA TRAWIE KLUBU SPORTOWEGO POMORZANIN TORUŃ - ""TORUŃSCY LASKARZE""",KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,TORUŃ
7881,0000538280,8411715710,STOWARZYSZENIE PRZYJACIÓŁ OSÓB NIEPEŁNOSPRAWNYCH PRZY SPECJALNYM OŚRODKU SZKOLNO-WYCHOWAWCZYM W LĘBORKU - OTWARTE DRZWI,POMORSKIE,LĘBORSKI,LĘBORK,LĘBORK
7882,0000538412,6342412677,ARCHIDIECEZJALNY DOM HOSPICYJNY  ŚW. JANA PAWŁA II W KATOWICACH,ŚLĄSKIE,KATOWICE,KATOWICE,KATOWICE
7883,0000538605,7831720717,FUNDACJA JAK PO SZNURKU...,WIELKOPOLSKIE,POZNAŃ,POZNAŃ,POZNAŃ
7884,0000538611,5213686751,"""FUNDACJA DOM SĘDZIEGO SENIORA""",MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
7885,0000538628,7543088190,"FUNDACJA JAKUBA BŁASZCZYKOWSKIEGO ""LUDZKI GEST""",OPOLSKIE,OPOLE,OPOLE,OPOLE
7886,0000538715,9562310035,STOWARZYSZENIE LOKALNE SALEZJAŃSKIEJ ORGANIZACJI SPORTOWEJ RZECZPOSPOLITEJ POLSKIEJ W TORUNIU,KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,TORUŃ
7887,0000538963,9930656254,"STOWARZYSZENIE ""WSZYSTKIE DZIECI NASZE SĄ""",MAŁOPOLSKIE,TARNOWSKI,RZEPIENNIK STRZYŻEWSKI,OLSZYNY
7888,0000539122,7792427739,"STOWARZYSZENIE NA RZECZ ZDROWEGO STYLU ŻYCIA ""TWOJA MOC""",WIELKOPOLSKIE,POZNAŃ,POZNAŃ,POZNAŃ
7889,0000539188,6312655926,FUNDACJA INVICTUS VETERANUS,ŚLĄSKIE,GLIWICE,GLIWICE,GLIWICE
7890,0000539216,5532517628,MAGNALIA DEI,ŚLĄSKIE,ŻYWIECKI,ŚLEMIEŃ,ŚLEMIEŃ
7891,0000539339,8371816059,STOWARZYSZENIE AMATORSKA LIGA MMA,MAZOWIECKIE,SOCHACZEWSKI,SOCHACZEW,SOCHACZEW
7892,0000539825,8992762029,"""BEZPIECZNE RYZYKO""",DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,WROCŁAW
7893,0000539852,9522134371,FUNDACJA AMSTAFF AZYL,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
7894,0000539977,8842753477,WYSPA KULTURY,LUBUSKIE,ZIELONOGÓRSKI,ŚWIDNICA,ŚWIDNICA
7895,0000539986,7422249783,TEN CZAS,WARMIŃSKO-MAZURSKIE,MRĄGOWSKI,MRĄGOWO,MRĄGOWO
7896,0000540185,6472570914,FUNDACJA MEDHOUSE,ŚLĄSKIE,WODZISŁAWSKI,WODZISŁAW ŚLĄSKI,WODZISŁAW ŚLĄSKI
7897,0000540363,5050124899,OCHOTNICZA STRAŻ POŻARNA W ROGÓŹNIE,LUBELSKIE,ŁĘCZYŃSKI,LUDWIN,ROGÓŹNO
7898,0000540484,5792255272,NADWIŚLAŃSKA FUNDACJA ROZWOJU,POMORSKIE,SZTUMSKI,DZIERZGOŃ,DZIERZGOŃ
7899,0000540669,5542927782,STOWARZYSZENIE MIŁOŚNIKÓW STAREGO FORDONU,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,BYDGOSZCZ
7900,0000541070,7292707134,"FUNDACJA NA RZECZ ROZWOJU INSTYTUTU ""CENTRUM ZDROWIA MATKI POLKI""",ŁÓDZKIE,ŁÓDŹ,ŁÓDŹ,ŁÓDŹ
7901,0000541249,6572916387,"FUNDACJA ""ALIVIA VITA""",ŚWIĘTOKRZYSKIE,KIELCE,KIELCE,KIELCE
7902,0000541331,9522134520,"""FUNDACJA MAŁEGO ODKRYWCY""",MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
7903,0000541518,9452182518,FUNDACJA CANPACK,MAŁOPOLSKIE,KRAKÓW,KRAKÓW,KRAKÓW
7904,0000541537,9721253210,FUNDACJA PRO VERITATE ET ARTE,WIELKOPOLSKIE,POZNAŃ,POZNAŃ,POZNAŃ
7905,0000541611,5472152926,"""FUNDACJA CARITAS DIECEZJI BIELSKO-ŻYWIECKIEJ""",ŚLĄSKIE,BIELSKO-BIAŁA,BIELSKO-BIAŁA,BIELSKO-BIAŁA
7906,0000541748,9571074999,KLUB BIAŁO-ZIELONE LADIES GDAŃSK,POMORSKIE,GDAŃSK,GDAŃSK,GDAŃSK
7907,0000541917,7842494006,STOWARZYSZENIE MODELARZY REDUKCYJNYCH ORZEŁ GNIEZNO,WIELKOPOLSKIE,GNIEŹNIEŃSKI,GNIEZNO,GNIEZNO
7908,0000542236,5892016526,POMORSKI OŚRODEK REHABILITACJI DZIKICH ZWIERZĄT OSTOJA,POMORSKIE,KARTUSKI,PRZODKOWO,POMIECZYNO
7909,0000542340,8421772164,STOWARZYSZENIE NA RZECZ SOŁECTW GMINY BYTÓW,POMORSKIE,BYTOWSKI,BYTÓW,MĄDRZECHOWO
7910,0000542369,6351835087,"STOWARZYSZENIE ""BATUT""",ŚLĄSKIE,MIKOŁOWSKI,MIKOŁÓW,MIKOŁÓW
7911,0000542493,8842753589,FUNDACJA WSPIERAJĄCA ŚWIDNICKIE HOSPICJUM OJCA PIO,DOLNOŚLĄSKIE,ŚWIDNICKI,ŚWIDNICA,ŚWIDNICA
7912,0000542514,7343529991,FUNDACJA CHROBREGO,MAŁOPOLSKIE,NOWY SĄCZ,NOWY SĄCZ,NOWY SĄCZ
7913,0000542723,9223050554,"ZAMOJSKIE STOWARZYSZENIE BOWLINGU SPORTOWEGO ""BASTION""",LUBELSKIE,ZAMOŚĆ,ZAMOŚĆ,ZAMOŚĆ
7914,0000543423,7272794710,"STOWARZYSZENIE ""DOM KULTURY NIEZALEŻNEJ""",ŁÓDZKIE,ŁÓDŹ,ŁÓDŹ,ŁÓDŹ
7915,0000543454,8141685174,"STOWARZYSZENIE ROZWOJU GMINY DZIKOWIEC ""NASZA SZANSA""",PODKARPACKIE,KOLBUSZOWSKI,DZIKOWIEC,MECHOWIEC
7916,0000543595,5030078133,STOWARZYSZENIE MIŁOŚNIKÓW KULTURY,KUJAWSKO-POMORSKIE,GOLUBSKO-DOBRZYŃSKI,KOWALEWO POMORSKIE,KOWALEWO POMORSKIE
7917,0000543620,6263017389,FUNDACJA PETRALANA,ŚLĄSKIE,BYTOM,BYTOM,BYTOM
7918,0000543631,6711816992,"""UWIERZCIE W NAS-NA RZECZ OSÓB, KTÓRYM WĘDRUJE SIĘ TROCHĘ TRUDNIEJ ..."" W KOŁOBRZEGU",ZACHODNIOPOMORSKIE,KOŁOBRZESKI,KOŁOBRZEG,KOŁOBRZEG
7919,0000543679,8982210191,FUNDACJA FONIS,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,WROCŁAW
7920,0000543735,8952041915,FUNDACJA ANTONI,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,WROCŁAW
7921,0000543750,9671363071,FUNDACJA MOGĘ SIĘ UCZYĆ,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,BYDGOSZCZ
7922,0000543966,6272743600,"STOWARZYSZENIE PRZYJACIÓŁ PAŁACU DONNERSMARCKÓW W SIEMIANOWICACH ŚLĄSKICH ""PAŁAC INSPIRACJI""",ŚLĄSKIE,SIEMIANOWICE ŚLĄSKIE,SIEMIANOWICE ŚLĄSKIE,SIEMIANOWICE ŚLĄSKIE
7923,0000544406,6312656423,STOWARZYSZENIE KATOLICKIE - SZKOŁA NOWEJ EWANGELIZACJI JEZUSA ZMARTWYCHWSTAŁEGO ODDZIAŁ GLIWICE,ŚLĄSKIE,GLIWICE,GLIWICE,GLIWICE
7924,0000544480,8272307515,"""STOWARZYSZENIE POLNE KWIATY""",ŁÓDZKIE,SIERADZKI,BŁASZKI,CHRZANOWICE
7925,0000544513,9910499768,"""FUNDACJA KTOTO - ZROZUMIEĆ ALZHEIMERA""",OPOLSKIE,OPOLSKI,KOMPRACHCICE,OSINY
7926,0000544634,6551874703,"MIĘDZYSZKOLNY UCZNIOWSKI KLUB SPORTOWY ""UNIA"" PRZY PŁYWALNI MIEJSKIEJ W BUSKU-ZDROJU",ŚWIĘTOKRZYSKIE,BUSKI,BUSKO-ZDRÓJ,BUSKO-ZDRÓJ
7927,0000544636,8322075947,"STOWARZYSZENIE POMOCY OSOBOM Z ZABURZENIAMI OTĘPIENNYMI - ""ANTONI""",ŁÓDZKIE,WIELUŃSKI,WIELUŃ,WIELUŃ
7928,0000544656,9462651618,FUNDACJA KU ZDROWIU,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
7929,0000544661,6372195285,"""FUNDACJA RATOWANIA ZABYTKOWEGO PARKU W RAKOSZYNIE""",ŚWIĘTOKRZYSKIE,JĘDRZEJOWSKI,OKSA,RZESZÓWEK
7930,0000544787,9482602876,BŁĘKITNA LAGUNA,MAZOWIECKIE,RADOM,RADOM,RADOM
7931,0000544937,5833176406,"FUNDACJA CENTRUM POMOCY DZIKIM ZWIERZĘTOM ""PRO ANIMALS""",WARMIŃSKO-MAZURSKIE,ELBLĄG,ELBLĄG,ELBLĄG
7932,0000545290,9151794161,FUNDACJA ZNAJDŹ CEL,DOLNOŚLĄSKIE,TRZEBNICKI,OBORNIKI ŚLĄSKIE,PĘGÓW
7933,0000545342,5532517798,STOWARZYSZENIE ABSOLWENTÓW I PRZYJACIÓŁ ZESPOŁU SZKÓŁ IMIENIA JANA PAWŁA II W PIETRZYKOWICACH,ŚLĄSKIE,ŻYWIECKI,ŁODYGOWICE,PIETRZYKOWICE
7934,0000545458,6492302068,"FUNDACJA ""ADOPCJE KAUKAZÓW""",ŚLĄSKIE,ZAWIERCIAŃSKI,WŁODOWICE,WŁODOWICE
7935,0000545762,6192022324,"STOWARZYSZENIE SENIORÓW ""RAZEM""",WIELKOPOLSKIE,KĘPIŃSKI,KĘPNO,KĘPNO
7936,0000545849,9212031286,"FUNDACJA ""PARASOL ROZTOCZA""",LUBELSKIE,TOMASZOWSKI,TOMASZÓW LUBELSKI,TOMASZÓW LUBELSKI
7937,0000545944,9581668358,"POMORSKIE STOWARZYSZENIE AKTYWNOŚCI TERENOWEJ ""PSAT""",POMORSKIE,GDYNIA,GDYNIA,GDYNIA
7938,0000546110,5423229391,STOWARZYSZENIE PROMOCJI KOSZYKÓWKI,PODLASKIE,BIAŁYSTOK,BIAŁYSTOK,BIAŁYSTOK
7939,0000546598,7343530356,FUNDACJA RODZICE DZIECIOM,MAŁOPOLSKIE,NOWOSĄDECKI,MUSZYNA,MUSZYNA
7940,0000547151,8181718744,STOWARZYSZENIE KAPELA LUDOWA KURASIE Z LUBZINY,PODKARPACKIE,ROPCZYCKO-SĘDZISZOWSKI,ROPCZYCE,LUBZINA
7941,0000547498,9571077472,"STOWARZYSZENIE PRZYJACIÓŁ SZKOŁY PODSTAWOWEJ NR 27 IM. DZIECI ZJEDNOCZONEJ EUROPY W GDAŃSKU ""EUROPEJCZYK""",POMORSKIE,GDAŃSK,GDAŃSK,GDAŃSK
7942,0000547627,7282801446,"FUNDACJA PROMOCJI SZTUKI ""NIEZŁA SZTUKA""",ŁÓDZKIE,ŁÓDŹ,ŁÓDŹ,ŁÓDŹ
7943,0000547787,5372629866,STOWARZYSZENIE SAMI MOCNI SMN W BIAŁEJ PODLASKIEJ,LUBELSKIE,BIAŁA PODLASKA,BIAŁA PODLASKA,BIAŁA PODLASKA
7944,0000547813,9372673326,STOWARZYSZENIE PERSETTE,ŚLĄSKIE,BIELSKI,JAWORZE,JAWORZE
7945,0000547854,6572917116,"""FUNDACJA KOCHAJ MNIE...PO PROSTU""",ŚWIĘTOKRZYSKIE,KIELECKI,MORAWICA,BILCZA
7946,0000548026,1182106494,FUNDACJA LONDON POLISH SOCIETY,WIELKOPOLSKIE,LESZNO,LESZNO,LESZNO
7947,0000548264,9442248003,"STOWARZYSZENIE ""RÓWNA SZANSA"" NA RZECZ DZIECI Z ZABURZENIAMI ROZWOJU",MAŁOPOLSKIE,KRAKOWSKI,SKAWINA,SKAWINA
7948,0000548402,9462621899,"UCZNIOWSKI KLUB TENISOWY ""AKADEMIA TENISA POL-SART""",LUBELSKIE,LUBLIN,LUBLIN,LUBLIN
7949,0000548616,5223026045,STOWARZYSZENIE NA RZECZ WSPARCIA I ROZWOJU DZIECKA I RODZINY SIMUL,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
7950,0000548692,8971179649,ZAKŁAD OPIEKUŃCZO-LECZNICZY DLA DZIECI PROWADZONY PRZEZ ZGROMADZENIE SIÓSTR ŚW. JÓZEFA,DOLNOŚLĄSKIE,WROCŁAWSKI,KOBIERZYCE,WIERZBICE
7951,0000548849,2220899096,FUNDACJA 2XKOCHAJ,ŚLĄSKIE,MYSŁOWICE,MYSŁOWICE,MYSŁOWICE
7952,0000548851,7322175329,"STOWARZYSZENIE ""GŁOS ZWIERZĄT""",ŁÓDZKIE,ZGIERSKI,ZGIERZ,ROSANÓW
7953,0000549090,7952531843,"STOWARZYSZENIE OCHRONY ZWIERZĄT ""ARKA""",PODKARPACKIE,PRZEMYŚL,PRZEMYŚL,PRZEMYŚL
7954,0000549206,9512390227,"""FUNDACJA ŚWIĘTEGO JÓZEFA""",MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
7955,0000549990,6852328349,"STOWARZYSZENIE ""RAZEM DLA NASZEJ SZKOŁY""",PODKARPACKIE,JASIELSKI,TARNOWIEC,CZELUŚNICA
7956,0000550066,4990652435,FUNDACJA ZASTOPUJ,ZACHODNIOPOMORSKIE,KOSZALIŃSKI,SIANÓW,SIANÓW
7957,0000550132,,"SZKÓŁKA PIŁKARSKA ""SOCCER ROPCZYCE""",PODKARPACKIE,ROPCZYCKO-SĘDZISZOWSKI,ROPCZYCE,ROPCZYCE
7958,0000550156,9512390397,"""FUNDACJA POLSKIEGO CENTRUM OPIEKI DOMOWEJ - JESTEŚMY DLA CIEBIE""",ŁÓDZKIE,ŁÓDŹ,ŁÓDŹ,ŁÓDŹ
7959,0000550170,7123294988,LUBELSKIE BIOTECHNOLOGICZNE STOWARZYSZENIE EDUKACYJNE,LUBELSKIE,LUBLIN,LUBLIN,LUBLIN
7960,0000550294,6762486576,"FUNDACJA ""KU PRZESZŁOŚCI""",MAŁOPOLSKIE,KRAKÓW,KRAKÓW,KRAKÓW
7961,0000550418,6652997672,"STOWARZYSZENIE ""WIOSKOWOMI""",WIELKOPOLSKIE,KONIŃSKI,KRAMSK,GRABOWE
7962,0000550515,5242778125,"STOWARZYSZENIE ""ROTARY CLUB WARSZAWA FRYDERYK CHOPIN""",MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
7963,0000550718,6372195517,FUNDACJA WSPIERANIA PRZEDSIĘBIORCZOŚCI IM. STANISŁAWA SZCZEPANOWSKIEGO,MAŁOPOLSKIE,OLKUSKI,WOLBROM,WOLBROM
7964,0000550874,8971807063,FUNDACJA W ZWIĄZKU Z RAKIEM,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,WROCŁAW
7965,0000551042,5372629978,"""STOWARZYSZENIE ROZWOJU RAKOWISK""",LUBELSKIE,BIALSKI,BIAŁA PODLASKA,RAKOWISKA
7966,0000551380,6692524023,STOWARZYSZENIE MAMA W MIEŚCIE KOSZALIN,ZACHODNIOPOMORSKIE,KOSZALIN,KOSZALIN,KOSZALIN
7967,0000551401,6793110122,"""ZAWSZE WARTO""",MAŁOPOLSKIE,KRAKÓW,KRAKÓW,KRAKÓW
7968,0000551406,5223029635,FUNDACJA PASJE Z MARZEŃ,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
7969,0000551699,8151799436,"STOWARZYSZENIE NA RZECZ WIEDZY I ROZWOJU ""WIR - KOPERNIK""",PODKARPACKIE,ŁAŃCUCKI,CZARNA,CZARNA
7970,0000551724,9372673697,STOWARZYSZENIE JAWORZE-ZDRÓJ,ŚLĄSKIE,BIELSKI,JAWORZE,JAWORZE
7971,0000551766,9731021257,PRZYTOK TENNIS CLUB,LUBUSKIE,ZIELONA GÓRA,ZIELONA GÓRA,ZIELONA GÓRA
7972,0000552033,5223026714,AKCJA DEMOKRACJA,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
7973,0000552517,7312048776,"FUNDACJA ""RAMPA""",ŁÓDZKIE,PABIANICKI,PABIANICE,PABIANICE
7974,0000552525,5252614862,FUNDACJA SASA,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
7975,0000552582,5010075054,"WĄSOSKIE STOWARZYSZENIE OPIEKI NAD ZWIERZĘTAMI ""KUNDELEK""",DOLNOŚLĄSKIE,GÓROWSKI,WĄSOSZ,WĄSOSZ
7976,0000552759,5272734397,FUNDACJA KARAIMSKIE DZIEDZICTWO,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
7977,0000552762,7282801883,"FUNDACJA ""DIGNITAS ET SPES""",ŁÓDZKIE,ŁÓDŹ,ŁÓDŹ,ŁÓDŹ
7978,0000552781,7151937091,"STOWARZYSZENIE MIESZKAŃCÓW GMINY ANNOPOL ""SZANSA""",LUBELSKIE,KRAŚNICKI,ANNOPOL,ANNOPOL
7979,0000552803,9282081591,"FUNDACJA ""POGODNA JESIEŃ SENIORA""",LUBUSKIE,ŻARSKI,ŻARY,ŻARY
7980,0000552906,6881300282,FUNDACJA TYLKO BIESZCZADY,PODKARPACKIE,LESKI,CISNA,CISNA
7981,0000553036,5361919098,STOWARZYSZENIE AKTYWNI SENIORZY - ZŁOTE LIŚCIE,MAZOWIECKIE,LEGIONOWSKI,LEGIONOWO,LEGIONOWO
